Haltestelle,latitude,longitude
Loher Straße,10.144983,53.593980
Lohkamp,10.122644,53.531293
Lohkampstraße (Stadtteilschule Eidelstedt),,
Lohkampstraße 45,9.898920,53.609920
Lohkoppelweg,9.954198,53.592186
Lohmannsweg,9.956636,53.464089
Lohmühlenstraße,10.019102,53.556707
Lokfeld,10.505311,53.809904
Lokfelder Heckkaten (Nord),10.495184,53.816302
Lokfelder Heckkaten (Süd),10.500424,53.812076
Lokstedter Weg,9.984003,53.595728
Lola-Rogge-Platz,10.013303,53.537599
"Looft, Dorfstraße",9.521575,54.027804
"Looft, Pöschendorfer Straße",9.523677,54.028747
"Looft, Schulstraße",9.525107,54.028373
"Looft, Teichkate",9.536585,54.027406
Löwenstraße (Facharztklinik),9.971742,53.587337
"Lübberstedt, Feuerwehr",10.099894,53.197594
"Lübberstedt, Hinterm Kirchfeld",10.105157,53.197446
"Lübberstedt, Wischenstieg",10.104708,53.196857
Lübbersweg,9.955369,53.455949
"Lübeck, Beidendorf",10.677824,53.788177
"Lübeck, Butenhof",10.639704,53.816533
"Lübeck, Niemarker Weg",10.635947,53.801551
"Lübeck, Obstgut",10.646570,53.822388
"Lübeck, Schleusenstraße",10.637216,53.813072
"Lübeck, Vorrade",10.674034,53.816077
"Lübeck, Wulfsdorf",10.682819,53.809070
Lübecker Straße,10.028797,53.560101
Lüben,10.854871,53.157204
Lüchow,10.529909,53.690721
Luckmoor,9.865355,53.597005
"Lüdersburg, Abzweigung Jürgenstorf",10.594934,53.330446
"Lüdersburg, Bachkoppelweg",10.573398,53.318358
"Lüdersburg, Kirchtwiete",10.573742,53.320366
"Lüdershausen, Alte Salzstraße",10.455751,53.350756
Lüdersring,9.885320,53.596858
Luetkensallee,10.099041,53.574338
Lufthansa-Basis,9.997518,53.620586
Lufthansa-Basis (Haupteingang),9.996922,53.621579
"Luhdorf, Dorfeck",10.198959,53.332632
"Luhdorf, Feuerwehrhaus",10.197474,53.330535
"Luhdorf, Hinterm Böge",10.201730,53.337222
Lühmannstraße,9.947038,53.457741
"Luhmühlen, Am Brink",10.192828,53.218841
"Luhmühlen, Röndahler Weg",10.198756,53.221504
Luisen-Gymnasium,10.227639,53.492099
Luisenweg,10.046553,53.548221
"Lüllau, Kohlhoff",9.917084,53.289566
"Lüllau, Lüllauer Dorfstraße (Kreisverkehr)",9.915011,53.288674
"Lüllau, Seevebrücke",9.913290,53.286720
"Lüllau, Wiedenhof",9.925467,53.294389
Lüneburg,10.419999,53.249965
"Lüneburg, Abzweigung Ebensberg",10.461271,53.264511
"Lüneburg, Ahornweg",10.438095,53.246514
"Lüneburg, Albert-Schweitzer-Straße",10.411819,53.263390
"Lüneburg, Alec-Moore-Straße",10.381635,53.246688
"Lüneburg, Allensteiner Straße",10.463621,53.263969
"Lüneburg, Am Bäckfeld",10.388654,53.216844
"Lüneburg, Am Bahnhof Rettmer",10.382034,53.219545
"Lüneburg, Am Bargenturm",10.398595,53.245331
"Lüneburg, Am Eiskeller",10.384775,53.236291
"Lüneburg, Am Elsenbruch",10.401555,53.224502
"Lüneburg, Am Graalwall",10.402253,53.250896
"Lüneburg, Am Graben",10.418167,53.266793
"Lüneburg, Am Grasweg",10.388016,53.246201
"Lüneburg, Am Kreideberg",10.403515,53.255113
"Lüneburg, Am Sande",10.410928,53.247720
"Lüneburg, Am Schützenplatz",10.423561,53.248702
"Lüneburg, Am Schwalbenberg",10.422348,53.246020
"Lüneburg, Am Springintgut",10.400306,53.251853
"Lüneburg, Am Wildgehege",10.389846,53.266111
"Lüneburg, Am Wischfeld",10.388294,53.211286
"Lüneburg, Am Ziegeleiteich",10.472022,53.259831
"Lüneburg, An der Roten Bleiche (Uni)",10.413121,53.238789
"Lüneburg, Anna-Vogeley-Heim",10.398582,53.225184
"Lüneburg, Artlenburger Landstraße",10.427430,53.278939
"Lüneburg, Auf dem Knieberg",10.388630,53.235545
"Lüneburg, Auf dem Schmaarkamp",10.412132,53.260610
"Lüneburg, Auf den Blöcken",10.461073,53.238048
"Lüneburg, Auf der Hude",10.413556,53.258355
"Lüneburg, Bachstraße",10.440294,53.247297
"Lüneburg, Behördenzentrum Ost",10.430814,53.251005
"Lüneburg, Bei der Pferdehütte",10.404853,53.274004
"Lüneburg, Bei Mönchsgarten",10.390528,53.252965
"Lüneburg, Bernhard-Riemann-Straße",10.405614,53.224086
"Lüneburg, Bernsteinstraße",10.388393,53.276336
"Lüneburg, Bessemerstraße",10.412721,53.269841
"Lüneburg, Blücherstraße (Uni)",10.400039,53.230828
"Lüneburg, Blümchensaal",10.423021,53.243281
"Lüneburg, Böcklerstraße (TÜV)",10.409512,53.271622
"Lüneburg, Boizenburger Straße",10.398739,53.257542
"Lüneburg, Brockwinkler Weg",10.386517,53.256804
"Lüneburg, Bülows Kamp",10.446130,53.231554
"Lüneburg, Bunsenstraße",10.441206,53.249469
"Lüneburg, Bürgeramt",10.409350,53.252115
"Lüneburg, Carl-von-Ossietzky-Straße",10.401982,53.227517
"Lüneburg, Clamartpark",10.409381,53.245770
"Lüneburg, Dessauer Straße",10.401500,53.264069
"Lüneburg, Dörnbergstraße",10.393724,53.251265
"Lüneburg, Ebelingweg",10.391152,53.261099
"Lüneburg, EDEKA",10.421853,53.281216
"Lüneburg, Eintracht-Sportplatz",10.386075,53.221358
"Lüneburg, Eisenbahnbrücke",10.419042,53.262460
"Lüneburg, Eisenwerk",10.474617,53.249033
"Lüneburg, Elbinger Straße",10.402799,53.262544
"Lüneburg, Elso-Klöver-Straße",10.477743,53.244951
"Lüneburg, Ernst-Braune-Straße",10.388493,53.239626
"Lüneburg, Feldstraße (Uni)",10.414063,53.242381
"Lüneburg, Finanzamt",10.412130,53.255560
"Lüneburg, Flugplatz",10.456581,53.246470
"Lüneburg, Freibad",10.442239,53.241001
"Lüneburg, Friedrich-Ludwig-Jahn-Straße",10.407816,53.235077
"Lüneburg, Gaußstraße",10.404497,53.222455
"Lüneburg, Gebrüder-Heyn-Straße",10.466726,53.248295
"Lüneburg, Gellersstraße",10.429515,53.247993
"Lüneburg, GHS Kreideberg",10.398011,53.261882
"Lüneburg, Ginsterweg",10.396148,53.232743
"Lüneburg, Goebelstraße",10.416864,53.268641
"Lüneburg, Goethestraße",10.410396,53.235172
"Lüneburg, Goseburgstraße",10.418284,53.264455
"Lüneburg, Graf-von-Moltke-Straße",10.439626,53.236764
"Lüneburg, Gut Olm",10.454518,53.261592
"Lüneburg, Häcklinger Weg",10.387008,53.219667
"Lüneburg, Hagemannsweg",10.398385,53.281144
"Lüneburg, Hagen (Wendeplatz)",10.451430,53.243010
"Lüneburg, Hagen-Schule",10.447820,53.243898
"Lüneburg, Hansestraße",10.426198,53.254098
"Lüneburg, Hans-Steffens-Weg",10.435021,53.250910
"Lüneburg, Hasenburg",10.393990,53.225813
"Lüneburg, Hasenburger Berg",10.397873,53.235608
"Lüneburg, Hasenburger Schule",10.397088,53.233119
"Lüneburg, Hasenburger Weg",10.383155,53.228779
"Lüneburg, Heidkamp",10.393647,53.234597
"Lüneburg, Heidkoppelweg",10.468794,53.261426
"Lüneburg, Heinrich-Böll-Straße",10.404606,53.226686
"Lüneburg, Henningstraße",10.423418,53.252523
"Lüneburg, Herderschule",10.391746,53.255871
"Lüneburg, Hermann-Löns-Straße",10.435749,53.261002
"Lüneburg, Hermann-Wagner-Straße",10.444440,53.228510
"Lüneburg, Hessenweg (Mitte)",10.387968,53.213689
"Lüneburg, Hinrich-Wilhelm-Kopf-Straße",10.433812,53.239386
"Lüneburg, Hölderlinstraße",10.444405,53.260816
"Lüneburg, Hopfengarten",10.428224,53.251045
"Lüneburg, Ilmenaucenter",10.416427,53.260873
"Lüneburg, Im Kamp",10.384600,53.222517
"Lüneburg, Imkerstieg",10.388852,53.274740
"Lüneburg, Jägerstraße",10.384748,53.248917
"Lüneburg, Johanna-Stegen-Straße",10.387392,53.249587
"Lüneburg, Jüttkenmoor",10.385013,53.247844
"Lüneburg, Kanalbrücke",10.484850,53.235607
"Lüneburg, Kefersteinstraße (Uni)",10.410272,53.240979
"Lüneburg, Kloster Lüne",10.422751,53.260879
"Lüneburg, Klosterkamp",10.446438,53.229124
"Lüneburg, Klosterkamp (Nord)",10.447156,53.230445
"Lüneburg, Klosterweg",10.371974,53.211655
"Lüneburg, Königsberger Straße",10.408684,53.262843
"Lüneburg, Konrad-Adenauer-Straße",10.431957,53.237665
"Lüneburg, Konrad-Adenauer-Straße (Ost)",10.445341,53.231258
"Lüneburg, Konrad-Zuse-Allee",10.416325,53.255528
"Lüneburg, Krähornsberg",10.386184,53.270611
"Lüneburg, Kulturforum Wienebüttel",10.374813,53.264272
"Lüneburg, Kurpark",10.404523,53.238333
"Lüneburg, Kurt-Höbold-Straße",10.478645,53.240689
"Lüneburg, Kurt-Schumacher-Straße",10.426476,53.240409
"Lüneburg, Laffertstraße",10.393710,53.255444
"Lüneburg, Lambertiplatz",10.403190,53.245664
"Lüneburg, Landwehr",10.395656,53.283889
"Lüneburg, Leuphana",10.401544,53.230137
"Lüneburg, Lilienthalstraße",10.459867,53.243536
"Lüneburg, Lüner Rennbahn",10.422595,53.278269
"Lüneburg, Lüner Weg",10.426094,53.261801
"Lüneburg, Magdeburger Straße",10.399137,53.266532
"Lüneburg, Markt",10.408839,53.250701
"Lüneburg, Meinekenhop",10.387760,53.237361
"Lüneburg, Meisterweg",10.431889,53.259853
"Lüneburg, Memeler Straße",10.467901,53.260268
"Lüneburg, MTV-Platz",10.404887,53.234815
"Lüneburg, Munstermannskamp",10.405176,53.232197
"Lüneburg, Naruto-Straße",10.385127,53.269437
"Lüneburg, Neu Häcklingen",10.405363,53.209118
"Lüneburg, Neue Sülze",10.404250,53.247835
"Lüneburg, Oedeme Dorf",10.376524,53.228901
"Lüneburg, Ortelsburger Straße",10.463349,53.260828
"Lüneburg, Osterwiese",10.374756,53.214831
"Lüneburg, Ostlandring",10.439760,53.242100
"Lüneburg, Otto-Brenner-Straße",10.478180,53.242861
"Lüneburg, Otto-Brenner-Straße (Kehre)",10.483262,53.236471
"Lüneburg, Ovelgönner Weg",10.392053,53.229799
"Lüneburg, Pilgerpfad",10.378462,53.209962
"Lüneburg, Planckstraße",10.404646,53.219236
"Lüneburg, Postamt",10.404011,53.242832
"Lüneburg, Psychiatrische Klinik",10.388191,53.254367
"Lüneburg, Pulverweg (Nord)",10.422547,53.251104
"Lüneburg, Pulverweg (Süd)",10.421214,53.248415
"Lüneburg, Pumpenstation",10.367386,53.265436
"Lüneburg, Rathaus",10.406948,53.250616
"Lüneburg, Rehrweg",10.372658,53.226465
"Lüneburg, Reichenbachplatz",10.410714,53.253033
"Lüneburg, Rettmer (Mitte)",10.369966,53.213933
"Lüneburg, Richard-Brauer-Straße",10.442779,53.244580
"Lüneburg, Ringstraße",10.389153,53.235970
"Lüneburg, Röntgenstraße",10.402955,53.220613
"Lüneburg, Röntgenstraße (Kirche)",10.402480,53.223027
"Lüneburg, Rosenkamp",10.379223,53.224341
"Lüneburg, Rosenkamp Wendeplatz",10.380939,53.223674
"Lüneburg, Rote Schleuse",10.410299,53.209455
"Lüneburg, Rote Straße",10.409436,53.245635
"Lüneburg, Rotes Tor",10.409796,53.243815
"Lüneburg, Salzwedeler Straße",10.403154,53.260572
"Lüneburg, Schäferfeld",10.428504,53.238344
"Lüneburg, Scharnhorststraße (DJH)",10.397151,53.229982
"Lüneburg, Schildsteinweg",10.391934,53.240907
"Lüneburg, Schlachthof",10.425045,53.272596
"Lüneburg, Schmiedestraße",10.376425,53.224867
"Lüneburg, Schomakerstraße",10.399896,53.253988
"Lüneburg, Schulzentrum Oedeme",10.385680,53.233234
"Lüneburg, Schützenstraße",10.435138,53.244537
"Lüneburg, Schwarzer Weg",10.428288,53.271399
"Lüneburg, Soltauer Straße (Kurzentrum)",10.402211,53.241371
"Lüneburg, Spechtsweg(ASM-Halt)",10.416079,53.232211
"Lüneburg, Städtisches Klinikum",10.397131,53.240873
"Lüneburg, Stadtkoppel",10.450015,53.245894
"Lüneburg, Stadttheater",10.407291,53.243719
"Lüneburg, Steinweg",10.387935,53.229793
"Lüneburg, Sternkamp",10.405528,53.267167
"Lüneburg, Stöteroggestraße (Nord)",10.399596,53.264514
"Lüneburg, Stöteroggestraße (Süd)",10.402060,53.255544
"Lüneburg, St.-Stephanus-Platz",10.434889,53.238447
"Lüneburg, Sültenweg",10.393088,53.244138
"Lüneburg, Tartuer Platz",10.433068,53.253441
"Lüneburg, Teilfeld",10.389753,53.279420
"Lüneburg, Tennispark",10.384971,53.259994
"Lüneburg, Teufelsküche",10.385037,53.238363
"Lüneburg, Theodor-Haubach-Straße",10.442705,53.234372
"Lüneburg, Theodor-Heuss-Straße",10.432748,53.246094
"Lüneburg, Thorner Platz",10.399631,53.259616
"Lüneburg, Thorner Straße (West)",10.394416,53.258716
"Lüneburg, Uelzener Straße (Kurzentrum)",10.404259,53.240789
"Lüneburg, Universitätsallee",10.405484,53.229273
"Lüneburg, Veilchenring",10.372312,53.210519
"Lüneburg, Venusberg (Johanneum)",10.430605,53.246524
"Lüneburg, Volgershall (Uni)",10.383919,53.249223
"Lüneburg, Von-Stern-Straße",10.462599,53.245875
"Lüneburg, Vor dem Neuen Tore",10.392398,53.250113
"Lüneburg, Vrestorfer Weg",10.426108,53.278874
"Lüneburg, Wacholderweg",10.442634,53.245165
"Lüneburg, Waldfriedhof",10.429432,53.236051
"Lüneburg, Wallstraße (Theater)",10.407716,53.245718
"Lüneburg, Walter-Bötcher-Straße",10.447513,53.246337
"Lüneburg, Wichernstraße",10.397884,53.226747
"Lüneburg, Wielandstraße",10.410792,53.237666
"Lüneburg, Wiesengrund",10.374737,53.213294
"Lüneburg, Wilhelm-Fressel-Straße",10.476024,53.238969
"Lüneburg, Wilhelm-Hänel-Weg",10.404748,53.269414
"Lüneburg, Wilhelm-Leuschner-Straße",10.444097,53.236557
"Lüneburg, William-Watt-Straße",10.380592,53.244076
"Lüneburg, Witzendorffstraße",10.392377,53.256376
"Lüneburg, Zeltberg",10.407065,53.265127
"Lüneburg, Zentralfriedhof",10.398947,53.237293
"Lüneburg, Ziegelkamp",10.427596,53.247503
Lürade,9.930856,53.425493
Lürader Weg,9.929843,53.421808
Luruper Chaussee (DESY),9.888861,53.576301
"Lütau, Gallbergweg",10.550044,53.435341
"Lütau, Kirche",10.545635,53.435344
"Lütau, Schule",10.555339,53.438983
Lütjenburg (Kirchwerder),10.168571,53.400498
"Lütjensee, Alte Schulstraße",10.364990,53.650662
"Lütjensee, Am See",10.368541,53.641240
"Lütjensee, Am Sportplatz",10.361063,53.638639
"Lütjensee, Deepenstegen",10.384525,53.635252
"Lütjensee, Dornredder",10.366394,53.654788
"Lütjensee, Grönwohlder Straße",10.378171,53.633735
"Lütjensee, Hamburger Straße 27",10.364953,53.649054
"Lütjensee, Heierkoppel",10.367072,53.656596
"Lütjensee, Kreuzung",10.361353,53.644809
"Lütjensee, Nordstrand",10.358104,53.635016
"Lütjensee, Schule",10.362125,53.646714
"Lütjensee, Strandweg",10.373284,53.635489
"Lütjensee, Up de Höh",10.362734,53.647794
"Lütjensee, Ziegeleiweg",10.374971,53.661789
Lütte Stegel,10.224841,53.445222
Lutterothstraße,9.947717,53.582004
Lüttmattensteed,9.866449,53.459251
Lüttwetter,10.276023,53.434954
"Lutzhorn, Hinterm Holz",9.766584,53.824955
"Lutzhorn, Im Dorf/Reihe",9.782680,53.827312
"Lutzhorn, Kuhhagen",9.768537,53.832894
"Lutzhorn, Ölfeldstraße",9.770568,53.847517
"Lutzhorn, Schule",9.776231,53.825492
"Lutzhorn, Überstör",9.774144,53.841249
"Lutzhorn, Wendlohe",9.796006,53.821250
Madacker,10.106954,53.686986
Magellan-Terrassen,9.993326,53.542493
Maienweg,10.025476,53.621167
Maike-Harder-Weg,10.090246,53.666033
Maisredder,10.085444,53.627319
Majestätische Aussicht,9.925426,53.453885
Maler- und Lackierer-Museum,10.118781,53.521490
Manilabrücke,10.022431,53.607113
Mannesallee,9.987250,53.514769
Mannhagen,10.612715,53.642664
Manshardtstraße,10.115727,53.557317
Mansteinstraße,9.965790,53.578660
Marco-Polo-Terrassen,9.993715,53.540414
Maretstraße (Bürgerzentrum),9.982787,53.452204
Margaretenhof (Nord),10.419410,53.958401
Margaretenhof (Süd),10.426750,53.949805
Margit-Zinke-Straße (Nord),10.166042,53.488798
Maria-Louisen-Straße,10.002401,53.586877
Maria-Louisen-Straße (Nord),10.007298,53.591472
Marie-Henning-Weg,10.154295,53.484536
"Marienau, Drosselstraße 7",10.727047,53.201733
"Marienau, Gymnasium",10.725281,53.203601
Marienkäferweg,9.964356,53.425389
Marienkrankenhaus,10.034307,53.560772
Marienstedt,10.892318,53.582952
"Marienthal, Alte Salzstraße",10.474094,53.362240
"Marienwohlde, Bahnübergang",10.699905,53.646283
"Marienwohlde, Gut",10.694109,53.649977
Marktkanal,10.025488,53.527512
Marlowring,9.925357,53.573113
Marmstorfer Kirche,9.967503,53.439408
Marmstorfer Weg (Nord),9.971969,53.451781
Marner Straße,10.104046,53.586826
Marschbahndamm,10.154463,53.428626
Marschkamper Deich,9.794457,53.515039
Marschkamper Deich 72,9.799439,53.520208
Marschweg (Kehre),9.778092,53.584432
Martensallee,10.134050,53.590670
Marxen am Berge,10.248034,53.160853
"Marxen, Am Dorfteich",10.009354,53.311141
"Marxen, An der Aue",9.985957,53.308902
"Marxen, Kamp",10.008727,53.310661
"Marxen, Moorburg 48",10.001680,53.310846
"Marxen, Sportplatz",10.002710,53.310613
"Marxen, Tanneck",9.997576,53.310503
Marxsenweg,9.865181,53.555224
Maschen,10.065495,53.403782
"Maschen, Am Alten Sportplatz",10.036468,53.381168
"Maschen, BAB-Auffahrt",10.044659,53.390397
"Maschen, Eichenallee",10.038507,53.391448
"Maschen, Ellernbüsche",10.036885,53.392145
"Maschen, Elsternweg",10.044373,53.378718
"Maschen, Erikaweg",10.039737,53.374068
"Maschen, Fachenfelder Weg",10.046445,53.371897
"Maschen, Gewerbegebiet",10.025024,53.386488
"Maschen, Grundschule",10.043192,53.398604
"Maschen, Gutenbergstraße",10.047546,53.399582
"Maschen, Hamburger Straße",10.036780,53.390897
"Maschen, Heidehaus",10.034431,53.377088
"Maschen, Hittfelder Kirchweg",10.026530,53.389116
"Maschen, Hof Freschenhausen",10.052440,53.376751
"Maschen, Höhenkamp",10.030040,53.380693
"Maschen, Im Stuck",10.038105,53.394686
"Maschen, Kindergarten",10.038036,53.387552
"Maschen, Kohlhöfen",10.043102,53.393690
"Maschen, Milchberg",10.050570,53.402727
"Maschen, Op de Bult",10.024662,53.384532
"Maschen, Schöne Aussicht",10.036371,53.388303
"Maschen, Seevestraße",10.041040,53.396071
"Maschen, Speckmannstraße",10.033868,53.378063
"Maschen, Vor den Hallonen",10.038082,53.385719
Mattkamp,10.126483,53.545832
Max-Brauer-Allee (Mitte),9.949457,53.558601
Max-Eichholz-Ring,10.218247,53.504541
Max-Klinger-Straße,10.144367,53.529820
Maxstraße,10.048244,53.570858
Max-Tau-Straße,9.951088,53.592274
Maybachstraße,10.056322,53.598148
"Mechow, Am Brink",10.803844,53.716929
"Mechow, Bäker Straße",10.796381,53.717787
"Mechow, Gut",10.807676,53.716565
"Mechtersen, Im Kirchfelde",10.319549,53.280173
Meckelfeld,10.030126,53.424067
"Meckelfeld, Alter Kirchweg",10.010876,53.422416
"Meckelfeld, Am Blöcken",10.016196,53.427861
"Meckelfeld, Am Felde",10.029277,53.422564
"Meckelfeld, Am Grasweg",10.020193,53.416343
"Meckelfeld, An den Höfen",10.024020,53.422268
"Meckelfeld, Buchenhain",10.005018,53.422780
"Meckelfeld, Grundschule",10.020088,53.423919
"Meckelfeld, Helbach-Haus",10.015273,53.421983
"Meckelfeld, Hillenklint",10.018179,53.425867
"Meckelfeld, Lerchenweg",10.026709,53.417123
"Meckelfeld, Lönsring",10.026329,53.418834
"Meckelfeld, Mattenmoorstraße",10.025784,53.421193
"Meckelfeld, Roggenkamp",10.025775,53.414570
"Meckelfeld, Rönneburger Straße",10.020931,53.422043
"Meckelfeld, Schulzentrum",10.024231,53.412274
"Meckelfeld, Tannenkamp",10.023685,53.420824
"Meckelfeld, Waldquelle",9.997779,53.423919
"Meddewade, Alte Dorfstraße",10.438803,53.808258
"Meddewade, Freestot",10.439577,53.804277
"Meddewade, Schlossweg",10.440772,53.810337
"Meddewade, Wikingerweg",10.438604,53.811334
Meeschensee,9.979877,53.753973
Meezen,9.706935,54.052777
"Mehlbek, Dorfstraße (Mitte)",9.435697,54.003475
"Mehlbek, Mühlenweg",9.435011,54.007925
"Mehlbek, Oha",9.440927,53.997661
Mehrenskamp,10.121250,53.534469
Mehringweg,9.960131,53.456827
Meiendorfer Weg,10.155871,53.638686
"Meilsdorf, Fleischgaffel",10.276305,53.624792
"Meilsdorf, Gutsstraße",10.269791,53.629327
"Meilsdorf, Kampsredder",10.262423,53.629630
"Meilsdorf, Meilsdorfer Damm",10.281921,53.614596
"Meilsen, Abzweig Buchholz",9.830924,53.330813
"Melau, Wöhrden",9.507147,53.612763
Melau 43,9.511689,53.613498
"Melbeck, Am Diemel",10.400821,53.180460
"Melbeck, Am Rischpool",10.379376,53.181124
"Melbeck, Ätzberg",10.396812,53.177721
"Melbeck, Danziger Straße",10.372852,53.181046
"Melbeck, Deutsch-Evern-Weg",10.415745,53.186232
"Melbeck, Ebstorfer Straße",10.404437,53.178962
"Melbeck, Floetstraße",10.409299,53.179902
"Melbeck, Grundschule",10.404828,53.179056
"Melbeck, Gymnasium",10.415669,53.178487
"Melbeck, Hohe Luft",10.417294,53.175143
"Melbeck, Uelzener Straße",10.417891,53.175091
Mellande,10.105857,53.641683
Mellingburgredder,10.106133,53.668376
Mendelstraße,10.186351,53.511440
Mengestraße,9.991462,53.500807
Mensingstraße,9.996986,53.442741
Mergenthalerweg,9.895940,53.613339
Meriandamm,10.111246,53.552183
Merkenstraße,10.125463,53.538644
Merlingasse,9.846126,53.476020
Meßberg,10.000827,53.547723
Messehallen,9.976784,53.557833
Mesterbrooksweg,10.102974,53.704985
Methfesselstraße,9.945788,53.579485
Metzendorf,9.955056,53.403763
Michaeliskirche,9.978533,53.549255
Michael-Pritzl-Weg,10.156865,53.481016
"Mielsdorf, Alte Ziegelei",10.350338,53.911459
"Mielsdorf, Dorfstraße",10.355811,53.913177
"Mielsdorf, Himp-Hamp",10.337761,53.917944
"Mienenbüttel, Am Holz",9.791329,53.375462
"Mienenbüttel, Bei der Lehmkuhle",9.795236,53.373091
"Mienenbüttel, Bundesstraße",9.803459,53.377277
"Mienenbüttel, Oldendorfer Straße",9.801290,53.376186
"Mienenbüttel, Schlepelsberg",9.802096,53.369550
Minsbekweg,10.076982,53.655984
Mittelallee,10.057181,53.622868
"Mittelnkirchen, Dollerner Straße",9.613562,53.543753
"Mittelnkirchen, Hogendiekbrücke",9.612750,53.565815
"Mittelnkirchen, Hohenfelde 73",9.610518,53.550255
"Mittelnkirchen, Muddweg",9.623418,53.540009
"Mittelsdorf, Hauptstraße 4",9.368329,53.596667
"Mittelsdorf, Heidberg",9.382623,53.602337
"Mittelsdorf, Himmelpfortener Weg",9.366602,53.603007
"Mittelsdorf, Mühlenweg",9.381844,53.601342
"Mittelsdorf, Wendeplatz",9.366914,53.604138
Mittlerer Landweg,10.131455,53.498062
Mittlerer Landweg (Nord),10.139619,53.502406
Mittlerer Landweg (Süd),10.119081,53.488834
Modering,9.920529,53.637799
Mohnhof,10.213791,53.486283
"Möhnsen, Am Löschteich",10.468241,53.559986
"Möhnsen, Kätner Kamp",10.467192,53.549746
"Möhnsen, Lankener Weg",10.468955,53.559690
"Möhnsen, Steinkamp",10.453704,53.557243
"Moisburg, Bergfeld",9.696126,53.408682
"Moisburg, Buxtehuder Straße",9.696993,53.413879
"Moisburg, Dorfstraße",9.697473,53.405538
"Moisburg, Friedhof",9.705586,53.406074
"Moisburg, Grundschule",9.698351,53.407707
"Moisburg, Kreuzung",9.696322,53.405967
"Moisburg, Rahmstorfer Straße",9.692733,53.402565
"Moisburg, Ruhmannshof",9.728008,53.405329
"Moisburg, Schützenplatz",9.695588,53.400607
"Moisburg, Twiete",9.704103,53.404565
Moislingen,10.883101,53.192393
Mokrystraße,9.982976,53.517024
"Mollhagen, Eichedeer Straße (AST-Halt)",10.391279,53.705818
"Mollhagen, Eichede-Horst",10.376547,53.724472
"Mollhagen, Fasanenweg",10.379122,53.709652
"Mollhagen, Lipshorst",10.383887,53.706228
"Mollhagen, Schule",10.386803,53.705583
"Mollhagen, Sprenger Weg",10.383976,53.702965
"Mölln, Alte Zirkuskoppel",10.689935,53.635254
"Mölln, Am Luisenbad",10.700293,53.633005
"Mölln, A.-Paul-Weber-Straße",10.691632,53.637225
"Mölln, Augustinum",10.709674,53.632826
"Mölln, Berliner Straße",10.692358,53.613824
"Mölln, Bismarckstraße",10.687541,53.620731
"Mölln, Brauerstraße",10.686268,53.622914
"Mölln, Bürgermeister-Oetken-Straße",10.680090,53.606296
"Mölln, Danziger Straße",10.699551,53.591617
"Mölln, Delvenauweg",10.678006,53.613155
"Mölln, Doktorhof",10.683142,53.635512
"Mölln, Don Bosco-Haus",10.713803,53.633971
"Mölln, Friedenstraße",10.690157,53.616974
"Mölln, Fritz-Reuter-Straße",10.695241,53.609596
"Mölln, Grambeker Weg",10.679759,53.617363
"Mölln, Grundschule Tanneck",10.692585,53.605132
"Mölln, Gudower Weg",10.692529,53.620732
"Mölln, Hansestraße",10.676493,53.609698
"Mölln, Hasengrund",10.696527,53.616030
"Mölln, Hempschört",10.681161,53.620677
"Mölln, Iltisstieg",10.699470,53.612537
"Mölln, Immenstelle",10.690360,53.614104
"Mölln, Kalandsbrede",10.699301,53.599321
"Mölln, Kolberger Straße",10.694966,53.601207
"Mölln, Königsberger Straße",10.696791,53.595106
"Mölln, Lankauer Weg",10.691725,53.635004
"Mölln, Marktstraße",10.691081,53.629505
"Mölln, Martin-Behaim-Straße",10.693587,53.612055
"Mölln, Massower Straße",10.683586,53.608332
"Mölln, Memeler Straße",10.691478,53.595972
"Mölln, Möllner Welle",10.690135,53.625133
"Mölln, Papenkamp",10.695526,53.607651
"Mölln, Pater-Lenner-Weg",10.714471,53.631796
"Mölln, Paul-Gerhardt-Straße",10.685007,53.612140
"Mölln, Posener Straße",10.702601,53.595725
"Mölln, Ratzeburger Straße/B207",10.697405,53.642418
"Mölln, Robert-Koch-Park",10.696009,53.623460
"Mölln, Röntgenweg",10.677430,53.604366
"Mölln, Schulberg",10.683232,53.616909
"Mölln, Stadthaus",10.686933,53.625196
"Mölln, Stecknitzweg",10.681259,53.634164
"Mölln, Stolper Straße",10.696517,53.601832
"Mölln, Waidmannsplatz",10.688040,53.619987
"Mölln, Waldhofkehre",10.718419,53.630742
"Mölln, Waldstadt",10.694014,53.590653
"Mölln, Wassertor (Ratzeburger Straße)",10.690849,53.633534
"Mölln, Wassertor (Schmilauer Straße)",10.693254,53.632413
"Mölln, Zillestraße",10.684993,53.615573
"Mölln, ZOB",10.685604,53.627498
Mölln(Lauenb),10.683114,53.624481
Moltrechtweg,10.007548,53.615946
Mönckebergstraße,10.002028,53.551325
"Mönkenbrook, Heideweg",10.277853,53.757628
"Mönkenbrook, Hüls",10.270272,53.749210
"Mönkhagen, Abzw. Krumbeck",10.548616,53.905084
"Mönkhagen, Alte Schule",10.545317,53.907642
"Mönkhagen, An der Au",10.562017,53.901307
"Mönkhagen, An der Bundesstraße",10.557753,53.899565
"Mönkhagen, An der Bundesstraße (Ost)",10.577336,53.898788
"Mönkhagen, BAB-Auffahrt",10.572417,53.899078
"Mönkhagen, Neuhof",10.534927,53.911909
"Mönkloh, Glückstädter Straße",9.794423,53.893238
