Haltestelle,latitude,longitude
"Bad Bramstedt, Saebystraße(AST-Halt)",9.881076,53.908158
"Bad Bramstedt, Schillerstraße (Mitte)(AST-Halt)",9.870615,53.915854
"Bad Bramstedt, Schillerstraße (Süd) (AST-Halt)",9.873776,53.913432
"Bad Bramstedt, Schlüskamp(AST-Halt)",9.889313,53.919832
"Bad Bramstedt, Stedingweg(AST-Halt)",9.878586,53.912732
"Bad Bramstedt, Tegelbarg(AST-Halt)",9.890982,53.928130
"Bad Bramstedt, Unter der Lieth(AST-Halt)",9.879811,53.923963
"Bad Bramstedt, Vogelstange",9.887597,53.916421
"Bad Bramstedt, Weddelbrooker Straße",9.883238,53.901736
Bad Oldesloe,10.382863,53.805344
"Bad Oldesloe, Am Bürgerpark",10.368472,53.809324
"Bad Oldesloe, Am Glindhorst",10.389429,53.807664
"Bad Oldesloe, Am Hohenkamp",10.360275,53.807486
"Bad Oldesloe, Am Stadion",10.376661,53.814137
"Bad Oldesloe, Am Steinf. Redder (M)",10.398563,53.818475
"Bad Oldesloe, Am Steinfelder Redder",10.393055,53.814477
"Bad Oldesloe, Am Tegel",10.402308,53.804656
"Bad Oldesloe, Amalie-Dietrich-Straße",10.354277,53.801776
"Bad Oldesloe, Anne-Frank-Straße",10.383278,53.799288
"Bad Oldesloe, Aspen",10.397821,53.801663
"Bad Oldesloe, Bei der Mennokate",10.374751,53.816558
"Bad Oldesloe, Berufsschule",10.396339,53.806838
"Bad Oldesloe, Bickbüschen",10.356756,53.807094
"Bad Oldesloe, Birkenkamp",10.364448,53.798534
"Bad Oldesloe, Dorothea-Schlözer-Straße",10.352117,53.803517
"Bad Oldesloe, Elly-Heuss-Knapp-Straße",10.405864,53.797956
"Bad Oldesloe, Else-Wex-Ring",10.399482,53.816891
"Bad Oldesloe, Famila",10.404592,53.799876
"Bad Oldesloe, F.-D.-Hagelstein-Weg",10.393756,53.818207
"Bad Oldesloe, Feuerwache",10.381708,53.811563
"Bad Oldesloe, Finanzamt",10.380556,53.810210
"Bad Oldesloe, Finkenweg",10.365985,53.799127
"Bad Oldesloe, Friedhof",10.357130,53.800827
"Bad Oldesloe, Fuchsberg",10.391197,53.818893
"Bad Oldesloe, Gartenstraße",10.385733,53.814374
"Bad Oldesloe, Gewerbegebiet West",10.338784,53.800486
"Bad Oldesloe, Glinde 1-15",10.304742,53.803044
"Bad Oldesloe, Glinde 21-28",10.312819,53.803082
"Bad Oldesloe, Grundschule West",10.350870,53.807682
"Bad Oldesloe, Gymnasium",10.367329,53.805447
"Bad Oldesloe, Hagenstraße",10.374169,53.810373
"Bad Oldesloe, Hako",10.348555,53.799442
"Bad Oldesloe, Hanelanden",10.350733,53.810056
"Bad Oldesloe, Hebbelstraße",10.381344,53.802788
"Bad Oldesloe, Hedwig-Kettler-Straße",10.351190,53.806322
"Bad Oldesloe, Heimatmuseum",10.373637,53.808025
"Bad Oldesloe, Heimstraße",10.360491,53.811338
"Bad Oldesloe, Helene-Stöcker-Straße",10.352039,53.806743
"Bad Oldesloe, Im Hölk 14-24",10.389271,53.817585
"Bad Oldesloe, Klaus-Groth-Schule",10.380544,53.816329
"Bad Oldesloe, Kneeden",10.426497,53.816483
"Bad Oldesloe, Königstraße",10.369217,53.808426
"Bad Oldesloe, Krankenhaus",10.364157,53.811539
"Bad Oldesloe, Kurparkallee",10.375762,53.807093
"Bad Oldesloe, Lily-Braun-Straße (Nord)",10.402977,53.801971
"Bad Oldesloe, Lindenkamp",10.356822,53.801622
"Bad Oldesloe, Lise-Meitner-Ring",10.349914,53.804862
"Bad Oldesloe, Lübecker Straße",10.376540,53.810912
"Bad Oldesloe, Mährischer Berg",10.368407,53.806854
"Bad Oldesloe, Masurenwegschule",10.390832,53.805113
"Bad Oldesloe, Meddelskamp",10.361522,53.803338
"Bad Oldesloe, Meisenweg",10.370399,53.799994
"Bad Oldesloe, Minimax",10.388744,53.801642
"Bad Oldesloe, Möhlenbecker Weg (Ost)",10.355458,53.803084
"Bad Oldesloe, Moordamm",10.368912,53.802338
"Bad Oldesloe, Ölmühle",10.384197,53.794471
"Bad Oldesloe, Pahleck",10.400261,53.803818
"Bad Oldesloe, Poggenbreeden",10.385713,53.816971
"Bad Oldesloe, Ratzeburger Straße",10.399975,53.802078
"Bad Oldesloe, Rögen",10.341582,53.800176
"Bad Oldesloe, Salinenstraße",10.369374,53.806259
"Bad Oldesloe, Sandkamp",10.342144,53.799253
"Bad Oldesloe, Schanzenbarg 2",10.399131,53.809087
"Bad Oldesloe, Schanzenbarg 20",10.401596,53.808340
"Bad Oldesloe, Schanzenbarg 33",10.400494,53.807616
"Bad Oldesloe, Schule am Kurpark",10.376563,53.801432
"Bad Oldesloe, Schützenstraße",10.365512,53.809807
"Bad Oldesloe, Segeberger Straße 38",10.376702,53.815376
"Bad Oldesloe, Sehmsdorfer Straße 3",10.393270,53.807673
"Bad Oldesloe, Sehmsdorfer Straße 75",10.402411,53.810469
"Bad Oldesloe, Stadtschule",10.371668,53.806772
"Bad Oldesloe, Stettiner Straße",10.380606,53.817290
"Bad Oldesloe, Stormarner Werkstätten",10.330879,53.797698
"Bad Oldesloe, Teichkoppel",10.410178,53.792200
"Bad Oldesloe, Theodor-Storm-Schule",10.364519,53.807267
"Bad Oldesloe, Timm-Kröger-Weg",10.360174,53.806714
"Bad Oldesloe, Travebad",10.368627,53.811740
"Bad Oldesloe, Travenhöhe",10.385895,53.812368
"Bad Oldesloe, Ulmenkamp",10.360949,53.800164
"Bad Oldesloe, Vicelinkirche",10.363018,53.805002
"Bad Oldesloe, Waldstraße",10.377735,53.816317
"Bad Oldesloe, Wendum",10.378408,53.813712
"Bad Oldesloe, Wiesenstraße",10.374533,53.818222
"Bad Oldesloe, Wolfgang-Sonder-Weg",10.383033,53.814459
"Bad Oldesloe, Zulassungsstelle",10.334472,53.799491
"Bad Oldesloe, Zur Düpenau",10.407901,53.795812
Bad Segeberg,10.308313,53.933734
"Bad Segeberg, Abzweigung Kaserne",10.282451,53.936374
"Bad Segeberg, Am Apfelgarten",10.312343,53.929600
"Bad Segeberg, Am Wasserwerk",10.288039,53.940322
"Bad Segeberg, Amtsgericht",10.321306,53.932826
"Bad Segeberg, Berliner Straße",10.293571,53.956687
"Bad Segeberg, Birkenring 16",10.302372,53.924254
"Bad Segeberg, Dahlienstraße",10.311208,53.925937
"Bad Segeberg, Dorfstraße",10.300059,53.949249
"Bad Segeberg, Dorfstraße (Mitte)",10.303112,53.948497
"Bad Segeberg, Efeustraße",10.313853,53.929691
"Bad Segeberg, EKZ Christiansfelde",10.329759,53.928105
"Bad Segeberg, Esmarchstraße",10.305309,53.949111
"Bad Segeberg, Fliederweg",10.309332,53.932625
"Bad Segeberg, Franz-Claudius-Schule",10.297601,53.930434
"Bad Segeberg, Geschwister-Scholl-Straße",10.319275,53.929730
"Bad Segeberg, Gieschenhagen",10.314247,53.932535
"Bad Segeberg, Ginsterweg",10.310313,53.927483
"Bad Segeberg, Glindenberg",10.296389,53.947339
"Bad Segeberg, Gustav-Böhm-Siedlung",10.290028,53.933696
"Bad Segeberg, Habichtshorst",10.294310,53.955430
"Bad Segeberg, Hallenbad",10.304235,53.933237
"Bad Segeberg, Hamburger Straße(Möbel Kraft)",10.299954,53.937075
"Bad Segeberg, Heinrich-der-Löwe-Ring",10.307758,53.925633
"Bad Segeberg, Heinrich-Rantzau-Schule",10.301299,53.943584
"Bad Segeberg, Herzzentrum",10.306317,53.942370
"Bad Segeberg, Ihlwaldfriedhof",10.291664,53.959538
"Bad Segeberg, Imkerschule",10.289059,53.933877
"Bad Segeberg, Julius-Leber-Straße",10.326820,53.928102
"Bad Segeberg, Kiekut",10.330171,53.931973
"Bad Segeberg, KiTa Christiansfelde",10.322762,53.927832
"Bad Segeberg, Krankenhausstraße",10.306789,53.940398
"Bad Segeberg, Kreishaus",10.304164,53.936329
"Bad Segeberg, Kuckucksbarg",10.329770,53.930369
"Bad Segeberg, Kurhausstraße (Süd)",10.307285,53.938272
"Bad Segeberg, Kurt-Schumacher-Ring",10.291383,53.951445
"Bad Segeberg, Leopardstraße (Nord)",10.275417,53.938902
"Bad Segeberg, Leopardstraße (Süd)",10.273288,53.933498
"Bad Segeberg, Liliencronweg",10.291657,53.931720
"Bad Segeberg, Lindhofstraße",10.311291,53.949936
"Bad Segeberg, Lohmühlenweg",10.295526,53.943080
"Bad Segeberg, Lübecker Landstraße",10.323950,53.931701
"Bad Segeberg, Marktplatz",10.309220,53.935869
"Bad Segeberg, Möbel Kraft",10.297236,53.938803
"Bad Segeberg, Mozartweg",10.295109,53.945843
"Bad Segeberg, Mühlenberg",10.294617,53.936828
"Bad Segeberg, Neurologisches Zentrum",10.294565,53.949910
"Bad Segeberg, Oberbergstraße",10.319809,53.935098
"Bad Segeberg, Oldesloer Straße",10.317317,53.931387
"Bad Segeberg, Propsteialtenheim",10.295013,53.931441
"Bad Segeberg, Rathaus",10.314022,53.936527
"Bad Segeberg, Redderblecken",10.301585,53.952773
"Bad Segeberg, Riihimäkistraße",10.294933,53.941146
"Bad Segeberg, Schillerstraße",10.306116,53.943253
"Bad Segeberg, Schlangenredder",10.320019,53.928707
"Bad Segeberg, Schule am Burgfeld",10.295962,53.927181
"Bad Segeberg, Strandbad Ihlsee",10.305389,53.956532
"Bad Segeberg, Theodor-Heuss-Ring",10.292528,53.953976
"Bad Segeberg, Thoms Koppel",10.301044,53.931008
"Bad Segeberg, Tulpenweg",10.316325,53.926950
"Bad Segeberg, Turnierplatz",10.307836,53.946613
"Bad Segeberg, Waldweg/Ihlsee",10.311201,53.954833
"Bad Segeberg, Weichseldamm",10.286369,53.931588
"Bad Segeberg, Weißdornstraße",10.306299,53.923286
"Badendorf, Dorfstraße",10.582987,53.869601
"Badendorf, Gemeinschaftshaus",10.574033,53.868011
"Badendorf, Mitteltor",10.574064,53.865189
"Badendorf, Zur Wüstenei",10.591166,53.871982
"Bahlburg, Burgstraße 80/83",10.194297,53.294201
"Bahlburg, Meyersberg",10.186643,53.299938
"Bahlburg, Ortsmitte",10.182437,53.303520
"Bahlburg, Sandhöfen",10.180363,53.302849
Bahlburg (West),10.175376,53.308595
Bahngärten,10.077820,53.570398
Bahnübergang Sieversstücken,9.785235,53.581231
Bahrenfeld,9.911385,53.560128
Bahrenfelder Marktplatz,9.901789,53.564478
Bahrenfelder Straße,9.928271,53.550429
"Bahrenfleth, Am Bummel",9.450705,53.875157
"Bahrenfleth, Brokreihe (Mitte)",9.460731,53.875820
"Bahrenfleth, Groß Wisch 18",9.455737,53.861185
"Bahrenfleth, Klein Bahrenfleth 7",9.439888,53.871630
"Bahrenfleth, Klein Wisch 7",9.446371,53.858012
"Bahrenfleth, Kuhdamm",9.439896,53.873894
"Bahrenfleth, Störfähre",9.420418,53.878205
"Bahrenhof, Dorfstraße",10.371147,53.878643
"Bahrenhof, Hohelucht",10.363859,53.878537
"Bahrenhof, Holmkenrade",10.379965,53.878587
"Bahrenkrug, Abzweigung",10.456756,54.041418
"Bäk, Am Gerichtsberg",10.787303,53.706268
"Bäk, Am Steinkamp",10.789038,53.716827
"Bäk, Im Winkel",10.786491,53.714259
"Bäk, Ohsten Barg",10.787675,53.711124
"Bäk, Schulstraße",10.779599,53.712843
Bälau,10.621692,53.617688
"Balje, Am Fährstieg",9.088667,53.820052
"Balje, Bahnhofstraße",9.133122,53.828232
"Balje, Baljerdorf 19",9.151607,53.820600
"Balje, Baljerdorf 4",9.137627,53.821946
"Balje, Hörne-Ost",9.101478,53.818137
"Balje, Hörne-West",9.086817,53.821231
"Balje, Hünkenbütteler Straße",9.165223,53.819477
"Balje, Natureum",9.044998,53.820535
"Balje, Neuenschleuser Straße",9.130279,53.812539
"Balje, Süderdeich-West",9.120302,53.811696
Banksstraße (Großmarkt),10.015011,53.544665
Bardowick,10.371932,53.290511
"Bardowick, Am Entenmoor",10.389051,53.291066
"Bardowick, Bahnhofstraße",10.379788,53.290760
"Bardowick, Bühringsmoor",10.360108,53.292056
"Bardowick, Feldstraße (Bf. Bardowick)",10.370119,53.289470
"Bardowick, Hamburger Landstraße",10.386878,53.293436
"Bardowick, Huderstraße",10.388560,53.305970
"Bardowick, Im Bruch",10.331952,53.301988
"Bardowick, Im Sande",10.386029,53.296852
"Bardowick, Markt",10.393037,53.297867
"Bardowick, Nikolaihof",10.395336,53.292017
"Bardowick, Pieperstraße",10.393230,53.295043
"Bardowick, Radbrucher Weg",10.362292,53.290458
"Bardowick, Schulstraße",10.392147,53.300932
"Bardowick, Schulzentrum",10.389918,53.292826
"Bardowick, Schwarzer Weg",10.396228,53.289005
"Bardowick, St.-Nikolai-Straße (Schule)",10.388990,53.292405
"Bardowick, Thiessendörper Weg",10.390950,53.289022
"Bardowick, Vor der Westermarsch",10.384763,53.295726
"Bardowick, Wallstraße",10.386546,53.300764
"Bardowick, Wendeplatz",10.356496,53.293552
"Bardowick, Wittorfer Heide",10.368887,53.313315
"Bardowick, Wittorfer Straße",10.388120,53.305365
"Bardowick, Witwenkamp",10.365057,53.289231
"Barendorf, Dorfstraße",10.521092,53.223656
"Barendorf, Industriegebiet",10.530660,53.207268
"Barendorf, Lüneburger Straße",10.522462,53.228931
"Barendorf, Samtgemeinde",10.537771,53.226937
"Barendorf, Schule",10.537422,53.225980
"Barförde, Barförder Elbdeich 22",10.628128,53.367983
"Barförde, Elbdeich 15",10.638044,53.362887
"Barförde, Feuerwehr",10.632224,53.367415
"Barförde, Hinter den Höfen",10.637620,53.367493
"Barförde, Poggenort",10.643224,53.360452
"Bargfelder Rögen, Rögener Weg",10.227324,53.766845
"Bargfelder Rögen, Steinklinken",10.238154,53.768115
"Bargfeld-Stegen, Brooklande",10.186062,53.769900
"Bargfeld-Stegen, Feuerwehr",10.187574,53.767707
"Bargfeld-Stegen, Gräberkater Weg",10.200552,53.765290
"Bargfeld-Stegen, Gut",10.150886,53.764214
"Bargfeld-Stegen, Hartwigsahl",10.212925,53.765121
"Bargfeld-Stegen, Kirche",10.180961,53.764847
"Bargfeld-Stegen, Krankenhaus",10.155237,53.759176
"Bargfeld-Stegen, Krögersweg",10.146685,53.756949
"Bargfeld-Stegen, Mittelweg",10.187732,53.767651
"Bargfeld-Stegen, Rathkrügen",10.189331,53.765878
"Bargfeld-Stegen, Schule",10.183435,53.764400
"Bargfeld-Stegen, Waldweg",10.187859,53.761014
Bargkoppelstieg,10.153768,53.618723
Bargkoppelweg,10.161181,53.626000
Bargstedt,9.445444,53.457646
"Bargstedt, Am Sportplatz",9.441006,53.458616
"Bargstedt, Grundschule",9.441746,53.460320
"Bargstedt, Hohe Luft",9.431800,53.457868
"Bargstedt, Knüll",9.450880,53.459819
"Bargstedt, Poststraße",9.445962,53.460359
"Bargstedt, Susbeeck",9.452967,53.456505
Bargteheide,10.268982,53.727964
"Bargteheide, Alte Landstraße",10.256010,53.729670
"Bargteheide, Am Gerstenfeld",10.261197,53.734377
"Bargteheide, Am Hünengrab",10.274608,53.729851
"Bargteheide, Am Maisfeld (Ost)",10.259144,53.737175
"Bargteheide, Am Maisfeld (West)",10.253765,53.737753
"Bargteheide, Am Markt",10.260233,53.729032
"Bargteheide, Am Redder",10.275407,53.721216
"Bargteheide, Am Steinkreuz",10.268902,53.732589
"Bargteheide, Am Volkspark",10.248965,53.724586
"Bargteheide, Amselweg",10.252763,53.731069
"Bargteheide, Amtsverwaltung",10.250813,53.725600
"Bargteheide, Auf der Weide",10.250155,53.735598
"Bargteheide, Bachstraße",10.272556,53.726656
"Bargteheide, Beethovenstraße",10.274822,53.725913
"Bargteheide, Birkenweg",10.275600,53.732104
"Bargteheide, Breslauer Straße",10.270982,53.735730
"Bargteheide, Buchenweg",10.282269,53.728664
"Bargteheide, Carl-Benz-Weg",10.281094,53.720418
"Bargteheide, Erich-Kästner-Weg",10.271535,53.738509
"Bargteheide, Erlenweg",10.280226,53.733241
"Bargteheide, Flederbusch",10.249255,53.729785
"Bargteheide, Friedhof",10.248044,53.726240
"Bargteheide, Glindfelder Weg",10.247013,53.730303
"Bargteheide, Hammoorer Weg",10.268161,53.722569
"Bargteheide, Hasselbusch",10.253251,53.731163
"Bargteheide, Holsteiner Straße",10.264673,53.737611
"Bargteheide, Hufeisenring",10.252025,53.737331
"Bargteheide, Hummelwiese",10.255775,53.722304
"Bargteheide, Jersbeker Straße (Süd)",10.255548,53.729917
"Bargteheide, Kamp",10.255331,53.734340
"Bargteheide, Kirche",10.255527,53.728219
"Bargteheide, Kutscherweg",10.249755,53.737930
"Bargteheide, Langenhorst",10.288857,53.716660
"Bargteheide, Lindenstraße",10.256229,53.727058
"Bargteheide, Lise-Meitner-Straße",10.287655,53.718461
"Bargteheide, Lohe",10.255497,53.724670
"Bargteheide, Malepartus",10.283603,53.734651
"Bargteheide, Max-Planck-Straße",10.299232,53.717123
"Bargteheide, Michael-Ende-Weg",10.274482,53.737211
"Bargteheide, Mozartstraße",10.276411,53.724871
"Bargteheide, Mühlenstraße",10.262189,53.734627
"Bargteheide, Neue Straße",10.250465,53.733286
"Bargteheide, Otto-Hahn-Straße",10.289737,53.717693
"Bargteheide, Parkplatz Utspann",10.259965,53.727660
"Bargteheide, Raiffeisenstraße",10.268717,53.730461
"Bargteheide, Rapsstieg",10.261253,53.736264
"Bargteheide, Rathaus",10.267335,53.729874
"Bargteheide, Schlehenbusch",10.251269,53.728210
"Bargteheide, Schulzentrum",10.260223,53.725124
"Bargteheide, Selma-Lagerlöf-Weg",10.271904,53.737157
"Bargteheide, Struhbarg",10.283571,53.726143
"Bargteheide, Theodor-Storm-Straße",10.267337,53.725902
"Bargteheide, Tremsbütteler Weg",10.283171,53.734404
"Bargteheide, Ulmenweg",10.285378,53.731721
"Bargteheide, Zu den Fischteichen",10.258073,53.720636
Bargteheider Straße (Nord),10.155496,53.613908
Bargteheider Straße (Süd),10.145469,53.602467
"Bark, B 206",10.198104,53.921423
"Bark, Fasanenweg",10.170565,53.916456
"Bark, Segeberger Straße",10.185758,53.910638
"Barkhorst, Kindergarten",10.376638,53.744877
"Barkhorst, Lindenallee",10.380116,53.746454
"Barkhorst, Mühlenweg",10.370888,53.741942
"Barkhorst, Rohlfshagener Weg",10.374067,53.744125
Barmbek,10.044456,53.587407
Barmbek(2),10.044393,53.587317
Barmstedt,9.773784,53.792913
"Barmstedt, Ahornring",9.758066,53.795592
"Barmstedt, Am Forst",9.751960,53.791929
"Barmstedt, An der Hofkoppel",9.755342,53.787568
"Barmstedt, Baumschulenweg",9.754900,53.795918
Barmstedt Brunnenstraße,9.761503,53.792641
"Barmstedt, Chemnitzstraße",9.777018,53.788240
"Barmstedt, Düsterlohe",9.756252,53.790096
"Barmstedt, Erlengrund",9.765460,53.793748
"Barmstedt, Feldstraße",9.769492,53.791898
"Barmstedt, Friedhof",9.769925,53.801788
"Barmstedt, Galgenberg",9.760328,53.793848
"Barmstedt, Gerberstraße",9.775555,53.785265
"Barmstedt, Große Gärtnerstraße",9.761309,53.790316
"Barmstedt, Grund-/ Gemeinschaftsschule",9.774701,53.791187
"Barmstedt, Gymnasium",9.769435,53.781889
"Barmstedt, Hamburger Straße",9.782840,53.785674
"Barmstedt, Heeder Damm",9.789168,53.783837
"Barmstedt, Heidkamp",9.762726,53.795653
"Barmstedt, Klaus-Groth-Straße",9.780025,53.784157
"Barmstedt, Kleine Gärtnerstraße",9.762610,53.788382
"Barmstedt, Königsberger Straße",9.767624,53.799058
"Barmstedt, Küsterkamp",9.771087,53.788178
"Barmstedt, Markt",9.769346,53.789559
"Barmstedt, Meßhorn",9.771247,53.800171
"Barmstedt, Moltkestraße",9.761657,53.787358
"Barmstedt, Mühlenstraße",9.767207,53.796702
"Barmstedt, Nappenhorn",9.779251,53.795564
"Barmstedt, Neue Straße",9.767007,53.789093
"Barmstedt, Rantzau",9.757987,53.784488
"Barmstedt, Rantzauer See",9.763713,53.786509
"Barmstedt, Reichenstraße",9.772734,53.789470
"Barmstedt, Schulzentrum Heederbrook",9.773226,53.781508
"Barmstedt, Weidkamp",9.773441,53.796536
Barmwisch,10.091782,53.597027
"Barnkrug, Am Elbdeich (Ost)",9.475965,53.684286
"Barnkrug, Am Elbdeich (West)",9.462427,53.686387
"Barnkrug, Barnkruger Hafenstraße",9.472146,53.681093
"Barnkrug, Barnkruger Straße 80",9.470470,53.681504
"Barnkrug, Möhlenstieg",9.461383,53.683669
"Barnstedt, Abzweigung Betzendorf",10.372636,53.135407
"Barnstedt, Bauerholzweg",10.372390,53.138465
"Barnstedt, Bokenkamp",10.363656,53.145800
"Barnstedt, Butterberg",10.376742,53.133446
"Barnstedt, Große Hof",10.374540,53.134190
"Barnstedt, Hauptstraße",10.369276,53.142051
"Barnstedt, Mühlenberg",10.370926,53.142257
Baron-Voght-Straße (Mitte),9.865017,53.557544
"Barsbüttel, Am Bondenholz",10.182029,53.568972
"Barsbüttel, Bergredder",10.174387,53.568832
"Barsbüttel, Fahrenberg",10.189230,53.575990
"Barsbüttel, Gemeinschaftsschule",10.162474,53.575292
"Barsbüttel, Grundschule",10.162659,53.571058
"Barsbüttel, Hanskampring",10.192042,53.578272
"Barsbüttel, Kiebitzhörn",10.189251,53.574022
"Barsbüttel, Kiebitzhörn (Ost)",10.193446,53.572884
"Barsbüttel, Kielende",10.187198,53.570287
"Barsbüttel, Möbel Höffner",10.194829,53.576959
"Barsbüttel, Ohlweg",10.187577,53.571166
"Barsbüttel, Rathaus",10.169047,53.568956
"Barsbüttel, Soltausredder",10.162966,53.569051
"Barsbüttel, Von-Bronsart-Straße",10.186880,53.568601
"Barsbüttel, Zum Dicken Busch",10.153319,53.569414
"Barskamp, Grundschule",10.773325,53.242320
"Barskamp, Hohe Luft",10.777009,53.241573
"Barskamp, Markt",10.783828,53.244176
"Barskamp, Walmsburger Straße",10.785154,53.243617
Bartelsdorf,10.542730,53.475999
Bartholomäus-Therme,10.028307,53.577842
"Barum, Abzweig Horburg",10.404407,53.353609
"Barum, Am See",10.411284,53.350814
"Barum, Am Sportplatz",10.408782,53.350996
"Barum, St. Dionysstraße",10.406898,53.346705
"Basedow, Am Kanal",10.595020,53.412759
"Basedow, Basedower Weg",10.580806,53.420820
"Basedow, Sandberg",10.584621,53.418658
"Basedow, Twieten",10.583041,53.416199
Basselweg,9.931936,53.587411
"Bassenfleth, Abzweigung Wöhrden",9.521007,53.606971
"Bassenfleth, Am Wegen",9.520215,53.613830
"Bassenfleth, Kurze Straße",9.525500,53.614768
Bassenfleth 8e,9.534847,53.611807
"Basthorst, Dorfstraße",10.473310,53.575550
"Basthorst, Feuerwehr",10.478649,53.574945
"Basthorst, Hauptstraße",10.471903,53.576322
"Basthorst, Kirche",10.471349,53.577767
Bauerberg,10.078470,53.550264
Bauernholztal,9.866736,53.456365
Bauernrosenweg,10.065830,53.598405
Bauernstegel,10.054462,53.479780
Baumacker,9.897653,53.620712
Baumläuferweg,9.876579,53.604363
Baumwall (Elbphilharmonie),9.981706,53.544242
Bavendorf,10.629375,53.187527
"Bavendorf, Im Dorfe",10.638959,53.195591
"Bavendorf, Mitte / B 216",10.638300,53.197155
Bebelallee,9.996261,53.605717
Bebensee,10.298712,53.875522
"Beckdorf, Am Bahnhof",9.610204,53.408901
"Beckdorf, Hauptstraße",9.610775,53.411980
"Beckdorf, Horneburger Kamp",9.611205,53.416803
"Beckdorf, Lindenstraße",9.611733,53.411678
"Beckdorf, Waldfrieden",9.617062,53.413116
Beckedorf,9.965204,53.419002
"Beckedorf, Beckedorfer Bogen",9.957181,53.424764
"Beckedorf, Gewerbegebiet",9.955463,53.420581
"Beckedorf, Mühlenweg",9.962258,53.415773
Beckers Treppe,9.808044,53.558231
Becklingen,10.639002,53.168478
Beerbuschredder,10.119060,53.677727
Beerentalweg,9.942916,53.448356
Beethovenstraße,10.021859,53.574681
